Name,AUID,Coords,Const,Type,Period,Mag
"KELT KN11_lc_014245_V01_e","--","19 57 25.66 +00 30 14.7","Aql","EA","1.07821027","10.60 (0.011)i V"
"KELT KN11_lc_021031_V01_e","--","19 26 10.10 +05 24 14.9","Aql","EA","1.37035466","10.96 (0.014)i V"
"KELT KN11_lc_023793_V01_e","--","19 47 39.58 +11 30 42.0","Aql","EA","0.56186025","10.31 (0.010)Ic V"
"KELT KN11_lc_026394_V01_e","--","20 04 25.24 +06 05 16.7","Aql","EA","1.95526007","10.56 (0.005)r' V"
"KELT KN11_lc_026576_V01_e","--","19 57 51.05 +09 54 43.9","Aql","EA","0.73105899","9.64 (0.006)r' V"
"KELT KN11_lc_028045_V01_e","--","18 30 02.28 +10 18 17.9","Oph","EA","2.26243515","10.86 (0.008) V"
"KELT KN11_lc_107196_V01_e","--","19 26 30.26 +01 00 21.5","Aql","EA","0.65696892","11.64 (0.009)i V"
"KELT KN21_lc_000652_V01_w","--","15 11 53.03 +15 39 12.0","Ser","EA","2.73899325","7.92 (0.015)I' V"
"KELT KN24_lc_046890_V01_e","--","21 50 44.63 +02 41 03.7","Peg","EA","0.85587737","11.01 (0.010)R V"
"KELT KS05C001354","--","05 44 32.91 -07 44 34.6","Ori","EA","17.84274","8.16 (0.011) V"
"KELT KS05C002056","--","06 29 09.18 +01 21 28.2","Mon","EA","15.86465","8.23 (0.010) V"
"KELT KS05C004945","--","06 16 10.10 -01 21 20.4","Ori","EA","1.706206","9.38 (0.006) V"
"KELT KS05C005646","--","06 34 41.85 -01 11 10.6","Mon","EA","7.160632","9.32 (0.019) V"
"KELT KS05C008121","--","06 49 14.23 +04 20 13.3","Mon","EA","1.3167918","9.46 (0.007) V"
"KELT KS05C008944","--","06 13 45.86 -00 09 40.2","Ori","EA","1.0246639","10.04 (0.019) V"
"KELT KS05C013220","--","05 34 40.28 -02 32 28.6","Ori","EA:","6.88195","10.14 (0.007) V"
"KELT KS05C017157","--","06 15 34.56 -07 54 33.9","Mon","EA","8.45132","10.63 (0.009)I V"
"KELT KS05C017684","--","05 33 11.73 +04 09 38.6","Ori","EA","0.51844774","10.83 (0.022) V"
"KELT KS05C020015","--","06 47 12.91 +03 14 04.1","Mon","EA","0.6693379","10.65 (0.005)g' V"
"KELT KS05C021841","--","06 45 47.80 +04 31 56.3","Mon","EA","0.6859945","10.78 (0.016) V"
"KELT KS05C022379","--","06 15 26.41 +11 29 35.7","Ori","EA","10.40845","10.77 (0.031) V"
"KELT KS05C023535","--","06 39 39.55 -00 27 33.4","Mon","EA","14.10015","11.14 (0.013)Rc V"
"KELT KS05C028281","--","06 31 17.72 -08 33 36.8","Mon","EA:","1.030319","11.00 (0.007) V"
"KELT KS05C028500","--","06 48 51.69 +00 36 30.8","Mon","EA","0.9690599","11.15 (0.018) V"
"KELT KS05C034944","--","06 11 27.16 +11 50 07.8","Ori","EA","2.016513","11.65 (0.017)g' V"
"KELT KS05C035408","--","05 44 05.09 +12 54 02.5","Tau","EA","5.356455","11.13 (0.034) V"
"KELT KS05C043376","--","06 43 56.92 -07 49 31.3","Mon","EA","5.322805","11.31 (0.020) V"
"KELT KS05C044645","--","06 05 07.69 -05 48 39.7","Mon","EA","8.30635","11.91 (0.029) V"
"KELT KS05C050937","--","06 26 57.73 +08 18 24.2","Mon","EA","1.2570491","12.27 (0.017)i' V"
"KELT KS05C053695","--","06 55 05.07 -05 47 55.5","Mon","EA","0.9005471","11.90 (0.019) V"
"KELT KS05C056420","--","06 05 10.89 -00 58 13.6","Ori","EA","0.519268","12.21 (0.028)i' V"
"KELT KS05C056662","--","05 31 22.97 +13 09 38.6","Ori","EA","1.4144414","11.80 (0.047) V"
"KELT KS05C077330","--","06 49 03.14 +07 03 47.2","Mon","EA","1.916555","12.43 (0.017)i' V"
"KELT KS05C101447","--","05 26 50.33 +00 05 07.0","Ori","E:","0.845099","11.94 (0.023) V"
"KELT KS12C002041","--","17 19 47.40 +06 07 48.4","Oph","EA","10.14806","9.01 (0.020) V"
"KELT KS12C006532","--","17 14 41.60 +11 42 15.2","Oph","EA","1.2918169","10.17 (0.010) V"
"KELT KS12C010311","--","16 11 27.90 +06 45 08.8","Her","EA","8.069115","10.67 (0.025) V"
"KELT KS12C010798","--","17 24 59.20 -05 20 10.5","Oph","EA","1.442451","10.79 (0.010) V"
"KELT KS12C017781","--","16 44 11.20 +03 46 21.4","Oph","EA","3.550021","11.30 (0.022) V"
"KELT KS12C030071","--","17 39 11.80 +01 18 20.6","Oph","EA","1.0553963","12.12 (0.017)clear V"
"KELT KS12C032168","--","16 12 50.40 -00 53 24.2","Ser","EA","3.292921","12.69 (0.030) V"
"KELT KS12C036025","--","16 38 17.50 +08 10 10.4","Her","EA","2.356646","11.76 (0.017) V"
"KELT KS12C037202","--","17 19 32.80 +10 10 56.4","Oph","EA","4.041036","12.28 (0.049) V"
"KELT KS13C002523","--","18 22 26.96 -00 44 51.2","Ser","EA","1.009313","8.88 (0.007) V"
"KELT KS13C002620","--","18 50 23.65 -06 50 21.9","Sct","EA","5.063084","11.89 (0.004)Rc V"
"KELT KS13C004356","--","18 44 29.31 +13 24 29.5","Her","EA","9.49169","9.33 (0.014) V"
"KELT KS13C006984","--","18 05 01.55 +09 29 58.8","Oph","EA","8.48141","9.95 (0.006) V"
"KELT KS13C012207","--","18 02 02.53 +06 57 38.0","Oph","EA","1.7600179","10.71 (0.016)g' V"
"KELT KS13C017379","--","18 26 38.16 -08 38 33.9","Sct","EA","12.04464","11.24 (0.021) V"
"KELT KS13C017532","--","17 49 54.99 +04 45 48.7","Oph","EA","1.395514","10.87 (0.021) V"
"KELT KS13C018355","--","18 09 48.91 +03 28 28.3","Oph","EA","5.092441","11.25 (0.009)R V"
"KELT KS13C019682","--","17 43 14.44 +10 47 17.7","Oph","EA","8.208107","11.00 (0.040) V"
"KELT KS13C021475","--","18 25 43.36 +12 29 25.0","Her","EA","1.3906532","10.92 (0.042) V"
"KELT KS13C024627","--","17 56 17.47 +06 19 41.4","Oph","EA","4.524819","11.71 (0.018) V"
"KELT KS13C025164","--","18 06 35.41 +13 09 42.6","Oph","EA","0.9567775","11.25 (0.010) V"
"KELT KS13C025319","--","18 21 37.01 +03 32 17.2","Oph","EA","5.510169","12.06 (0.016) V"
"KELT KS13C025836","--","18 13 29.62 +05 53 33.0","Oph","EA","1.6067078","11.93 (0.007) V"
"KELT KS13C026159","--","17 42 28.13 +00 32 56.4","Oph","EA","4.141344","11.87 (0.015) V"
"KELT KS13C027522","--","18 32 02.34 -04 08 27.2","Sct","EA","0.7372467","11.63 (0.010) V"
"KELT KS13C045821","--","18 23 50.11 -07 29 22.1","Sct","EA","1.1149214","11.39 (0.027) V"
"KELT KS13C076902","--","18 50 42.00 +06 43 34.2","Aql","EA","2.2733506","12.48 (0.035) V"
"KELT KS13C094027","--","19 04 44.93 -04 33 32.2","Aql","EA","1.844196","12.26 (0.032) V"
"KELT KS14C001431","--","19 21 52.41 +07 06 08.3","Aql","EA","1.8590175","8.39 (0.007) V"
"KELT KS14C004654","--","19 37 29.08 +08 01 15.2","Aql","EA","2.5605987","9.84 (0.006)R V"
"KELT KS14C005608","--","19 05 32.66 -00 29 27.8","Aql","EA","15.20441","9.59 (0.008) V"
"KELT KS14C005986","--","20 18 30.64 +07 49 42.6","Aql","EA:","6.62843","9.70 (0.006) V"
"KELT KS14C006557","--","19 33 52.67 +09 54 33.6","Aql","EA","23.002","9.60 (0.007) V"
"KELT KS14C007894","--","19 19 42.27 +06 42 33.8","Aql","EA","27.5607","9.97 (0.015) V"
"KELT KS14C008788","--","20 35 43.99 +07 26 41.2","Del","EA","4.327186","10.39 (0.011) V"
"KELT KS14C008935","--","19 42 27.20 +13 19 18.5","Aql","EA","18.0673","10.03 (0.016) V"
"KELT KS14C014972","--","19 22 10.56 +10 14 04.2","Aql","EA","5.756404","10.26 (0.022) V"
"KELT KS14C015837","--","19 32 44.07 +06 51 27.3","Aql","EA","0.8271363","10.47 (0.008)r' V"
"KELT KS14C016346","--","20 17 52.99 +13 45 26.8","Del","EA","1.5717169","11.02 (0.021) V"
"KELT KS14C018924","--","19 23 33.23 +04 14 59.8","Aql","EA","4.612793","10.65 (0.010) V"
"KELT KS14C020221","--","19 38 09.95 +14 45 14.1","Aql","EA","3.020457","10.60 (0.008) V"
"KELT KS14C022033","--","19 44 19.77 +04 47 59.9","Aql","EA","2.039315","11.22 (0.010) V"
"KELT KS14C022958","--","20 43 11.46 +00 43 24.7","Aqr","EA","1.925429","10.97 (0.016)r' V"
"KELT KS14C023284","--","19 30 42.11 +10 04 52.4","Aql","EA","2.19566","10.83 (0.006)r' V"
"KELT KS14C025414","--","19 40 19.33 +11 39 58.8","Aql","EA","2.551496","11.04 (0.022) V"
"KELT KS14C026634","--","20 33 58.72 +14 06 23.0","Del","EA","0.5513762","10.61 (0.010) V"
"KELT KS14C032583","--","19 45 43.15 +15 05 48.2","Aql","EA","1.5290998","12.05 (0.012)R V"
"KELT KS14C032889","--","19 24 20.95 -00 31 25.6","Aql","EA","13.710202","11.49 (0.030) V"
"KELT KS14C033254","--","20 30 04.81 -03 32 55.8","Aql","EA","5.488047","11.17 (0.025) V"
"KELT KS14C034441","--","19 46 30.84 -01 27 01.9","Aql","EA","7.920178","11.36 (0.015) V"
"KELT KS14C034756","--","19 13 35.12 +01 58 39.8","Aql","EA","1.169891","11.50 (0.006)r' V"
"KELT KS14C036414","--","20 43 47.50 -09 04 42.0","Aqr","EA","4.290728","11.63 (0.020) V"
"KELT KS14C036760","--","20 20 21.60 +10 51 18.4","Del","EA","4.393931","11.18 (0.015) V"
"KELT KS14C037578","--","20 37 17.02 +11 42 53.5","Del","EA","3.118724","11.24 (0.016)R V"
"KELT KS14C038434","--","20 27 38.77 +03 14 26.4","Del","EA","3.839732","11.51 (0.015) V"
"KELT KS14C039121","--","19 39 33.19 -09 02 26.4","Aql","EA","1.9332278","11.75 (0.016) V"
"KELT KS14C043236","--","19 14 19.00 +01 09 07.4","Aql","EA:","2.041442","12.58 (0.008) V"
"KELT KS14C043904","--","19 15 21.89 +06 59 09.2","Aql","EA","0.6374455","11.73 (0.030) V"
"KELT KS14C045081","--","19 32 25.20 +14 08 48.3","Aql","EA","1.930994","12.45 (0.017) V"
"KELT KS14C047467","--","19 16 44.27 -04 59 58.9","Aql","EA","5.652568","11.34 (0.026) V"
"KELT KS14C047837","--","19 05 09.32 -07 56 43.8","Aql","EA","3.881611","11.83 (0.021)i V"
"KELT KS14C048942","--","20 18 15.92 +09 04 34.7","Del","EA","4.235017","11.44 (0.020) V"
"KELT KS14C057142","--","20 12 07.55 -01 14 40.2","Aql","EA","3.801325","11.36 (0.032) V"
"KELT KS14C061998","--","20 12 11.69 +15 11 59.1","Aql","EA","1.594866","12.28 (0.016)R V"
"KELT KS14C067174","--","19 14 20.91 +09 20 17.5","Aql","EA","13.34951","11.53 (0.031) V"
"KELT KS14C072532","--","19 28 23.78 +12 12 47.7","Aql","EA","1.8789889","12.16 (0.021) V"
"KELT KS14C079115","--","20 09 34.41 +06 22 11.0","Aql","EA","1.849596","12.59 (0.025) V"
"KELT KS14C088137","--","19 27 13.61 +02 13 39.7","Aql","EA","1.3867362","12.26 (0.035) V"
"KELT KS14C100187","--","19 41 45.15 -02 08 19.3","Aql","EA","2.326337","12.25 (0.033) V"
"KELT KS14C103280","--","20 26 38.04 +05 21 24.6","Del","EA","2.877622","11.99 (0.031) V"
"KELT KS14C105795","--","19 20 12.10 +14 04 20.6","Aql","EA","0.9404213","12.34 (0.027) V"
"KELT KS17C00842","--","22 58 49.90 -56 46 24.1","Tuc","EA","15.11942","8.33 (0.010) V"
"KELT KS17C03316","--","00 18 07.40 -44 42 46.5","Phe","EA","1.98404","9.85 (0.003) V"
"KELT KS17C18695","--","00 33 43.90 -44 53 44.8","Phe","EA","11.83935","12.15 (0.030) V"
"KELT KS18C04841","--","02 02 42.20 -56 35 56.9","Eri","EA","6.04918","10.50 (0.007) V"
"KELT KS18C06040","--","01 37 26.50 -44 06 55.0","Phe","EA","10.407117","10.82 (0.027) V"
"KELT KS18C06229","--","00 34 52.50 -39 32 11.5","Phe","EA","25.68165","11.01 (0.025) V"
"KELT KS18C07416","--","00 48 47.80 -61 31 30.6","Tuc","EA","2.969967","10.88 (0.005) V"
"KELT KS18C10960","--","01 24 05.80 -46 03 46.4","Phe","EA","4.229827","11.38 (0.021) V"
"KELT KS18C11323","--","00 46 22.90 -63 28 23.1","Tuc","EA","1.438222","11.48 (0.013) V"
"KELT KS18C16015","--","00 27 16.50 -41 34 17.7","Phe","EA","4.928044","11.77 (0.024) V"
"KELT KS18C18391","--","02 59 39.30 -56 57 13.0","Hor","EA","2.1130814","12.10 (0.036) V"
"KELT KS18C20997","--","02 24 06.50 -49 12 35.5","Eri","EA","12.64669","12.26 (0.038) V"
"KELT KS18C22259","--","00 58 03.00 -62 14 22.1","Tuc","EA","5.679103","12.40 (0.047) V"
"KELT KS19C02564","--","02 13 46.10 -41 46 31.8","Phe","EA:","1.019386","9.59 (0.005) V"
"KELT KS19C06258","--","03 51 58.60 -45 04 58.2","Hor","EA","7.70907","10.55 (0.014) V"
"KELT KS19C06681","--","03 09 52.30 -45 19 38.4","Eri","EA","2.385268","10.81 (0.016) V"
"KELT KS19C09290","--","03 57 32.60 -63 06 12.2","Ret","EA","1.538582","11.20 (0.011) V"
"KELT KS20C001560","--","05 02 24.40 -50 19 57.7","Pic","EA","6.91582","8.77 (0.007) V"
"KELT KS20C002280","--","04 12 22.20 -44 11 53.9","Hor","EA","15.8984","9.20 (0.008) V"
"KELT KS20C003398","--","03 49 32.42 -55 20 55.7","Ret","EA","15.10154","10.42 (0.009) V"
"KELT KS20C010760","--","04 25 31.70 -46 13 07.8","Cae","EA","16.59064","11.05 (0.019) V"
"KELT KS20C010842","--","05 54 40.20 -62 38 38.7","Dor","EA","2.932084","10.87 (0.017) V"
"KELT KS20C019198","--","03 37 26.20 -53 11 35.6","Ret","EA","1.641382","12.54 (0.028) V"
"KELT KS20C022635","--","05 11 14.00 -52 16 51.4","Pic","EA","2.384197","12.23 (0.050) V"
"KELT KS21C001303","--","06 57 46.70 -42 01 43.1","Pup","EA","0.9112138","8.13 (0.011) V"
"KELT KS21C007026","--","06 13 41.10 -40 31 10.3","Col","EA","4.370111","9.91 (0.012) V"
"KELT KS21C013631","--","06 49 03.40 -42 28 51.6","Pup","EA","3.693528","10.85 (0.010) V"
"KELT KS21C015450","--","06 26 53.70 -41 25 30.3","Col","EA","1.5555018","12.00 (0.012) V"
"KELT KS21C018248","--","06 30 03.40 -62 59 07.1","Pic","EA:","2.515539","11.22 (0.009) V"
"KELT KS21C019945","--","06 21 30.90 -60 34 46.2","Pic","EA","5.450137","10.96 (0.026) V"
"KELT KS21C022337","--","07 30 50.60 -58 51 20.4","Car","EA","4.745548","11.21 (0.014) V"
"KELT KS21C029650","--","05 43 51.50 -57 09 48.5","Pic","EA","4.463843","11.68 (0.022) V"
"KELT KS21C032594","--","07 08 14.50 -49 55 41.4","Pup","EA","2.565529","11.84 (0.017) V"
"KELT KS21C035073","--","07 33 47.60 -52 42 53.6","Car","EA","4.325665","11.68 (0.032) V"
"KELT KS21C038696","--","06 41 29.00 -41 41 16.9","Pup","EA","5.629495","12.06 (0.029) V"
"KELT KS22C001316","--","09 16 50.40 -21 57 16.2","Hya","EA","11.14444","8.16 (0.022) V"
"KELT KS22C002958","--","08 33 48.00 -30 16 44.8","Pyx","EA","1.929152","9.51 (0.006)I' V"
"KELT KS22C013050","--","08 36 08.00 -31 55 06.2","Pyx","EA","0.871396","10.63 (0.006)I' V"
"KELT KS22C014308","--","09 10 28.50 -10 25 40.1","Hya","EA","0.896681","10.50 (0.020) V"
"KELT KS22C015651","--","08 27 55.40 -21 22 28.6","Pyx","EA","4.273495","10.60 (0.018) V"
"KELT KS22C016061","--","08 34 35.90 -21 16 25.0","Pyx","EA","3.414627","10.80 (0.011)r' V"
"KELT KS22C016347","--","08 56 02.20 -31 24 47.2","Pyx","EA","2.473467","10.94 (0.027) V"
"KELT KS22C016911","--","08 48 37.90 -13 26 06.1","Hya","EA","1.122684","11.33 (0.006)i V"
"KELT KS22C018320","--","09 35 38.80 -28 15 28.9","Ant","EA","4.250347","11.03 (0.007)R V"
"KELT KS22C018340","--","08 35 08.60 -13 45 28.9","Hya","EA","1.285496","11.22 (0.008) V"
"KELT KS22C018630","--","08 57 36.50 -20 26 23.9","Pyx","EA","10.76546","10.96 (0.027) V"
"KELT KS22C020418","--","09 00 52.40 -10 54 25.7","Hya","EA","1.262864","11.00 (0.020) V"
"KELT KS22C020890","--","08 31 32.80 -30 25 43.0","Pyx","EA","5.734687","10.81 (0.025) V"
"KELT KS22C022150","--","08 23 19.60 -23 29 12.2","Pup","EA","2.5568401","11.81 (0.008)R V"
"KELT KS22C022636","--","09 32 00.50 -25 08 28.8","Ant","EA","17.86176","11.01 (0.007) V"
"KELT KS22C022737","--","09 41 16.80 -31 49 10.3","Ant","EA","5.54558","11.09 (0.018) V"
"KELT KS22C024897","--","08 32 52.50 -26 01 14.6","Pyx","EA","6.066975","11.46 (0.010) V"
"KELT KS22C024900","--","09 55 02.90 -31 27 42.9","Ant","EA","12.53303","11.08 (0.026) V"
"KELT KS22C028401","--","09 17 01.40 -26 42 02.4","Pyx","EA","21.49257","12.04 (0.015) V"
"KELT KS22C028886","--","09 05 56.30 -22 47 36.4","Pyx","EA","4.789781","11.87 (0.019) V"
"KELT KS22C030007","--","09 46 28.30 -14 12 48.4","Hya","EA","4.031389","11.54 (0.026) V"
"KELT KS22C043344","--","09 07 45.30 -25 00 25.6","Pyx","EA","4.137203","12.05 (0.025) V"
"KELT KS22C044534","--","08 32 44.60 -24 09 51.1","Pyx","EA","0.6094742","11.64 (0.019) V"
"KELT KS22C049294","--","08 39 59.10 -21 05 14.7","Pyx","EA","18.29924","11.87 (0.031) V"
"KELT KS22C050916","--","09 34 27.00 -19 44 06.2","Hya","EA","2.126601","12.09 (0.038) V"
"KELT KS22C072647","--","09 27 24.70 -11 46 44.5","Hya","EA","1.55837","12.13 (0.012) V"
"KELT KS23C04371","--","10 24 17.90 -09 51 37.8","Sex","EA","9.04436","9.90 (0.006) V"
"KELT KS23C05458","--","10 37 06.90 -25 34 17.7","Hya","EA","4.93655","10.18 (0.022) V"
"KELT KS23C05689","--","09 55 03.20 -25 07 59.2","Hya","EA","18.18469","10.49 (0.016)i V"
"KELT KS23C09106","--","10 34 18.90 -29 48 55.4","Ant","EA","2.17428","10.75 (0.011) V"
"KELT KS23C14945","--","10 25 39.00 -22 51 12.7","Hya","EA","7.131674","11.47 (0.033) V"
"KELT KS23C15400","--","10 44 30.80 -19 45 34.9","Hya","EA","0.9056894","11.59 (0.023) V"
"KELT KS23C18970","--","10 28 08.80 -27 20 18.9","Hya","EA","1.943671","11.78 (0.022) V"
"KELT KS23C23858","--","11 30 03.30 -27 46 02.7","Hya","EA","2.723859","11.71 (0.037) V"
"KELT KS23C33112","--","10 41 18.20 -17 28 08.4","Hya","EA","26.4414","12.12 (0.041) V"
"KELT KS24C014489","--","12 10 41.59 -21 39 42.2","Crv","EA","1.037869","11.46 (0.007)Rc V"
"KELT KS24C018964","--","12 07 50.90 -40 23 16.7","Cen","EA","2.321667","11.57 (0.045) V"
"KELT KS24C027336","--","12 40 34.30 -41 22 04.1","Cen","EA","3.105131","11.62 (0.022) V"
"KELT KS24C027563","--","11 41 57.21 -34 11 55.2","Hya","EA","2.250246","12.19 (0.011)Rc V"
"KELT KS24C030627","--","12 33 17.00 -20 50 33.7","Crv","EA","4.44391012","12.43 (0.016) V"
"KELT KS24C031661","--","11 54 44.88 -29 32 04.7","Hya","EA","3.792936","12.22 (0.008)Rc V"
"KELT KS25C003044","--","13 41 21.90 -30 54 55.0","Cen","EA","15.05022","9.32 (0.011) V"
"KELT KS25C005847","--","13 39 06.70 -27 56 30.6","Hya","EA","10.9468612","10.02 (0.007) V"
"KELT KS25C007145","--","14 03 24.70 -38 09 13.4","Cen","EA","3.743202","11.02 (0.008) V"
"KELT KS25C009254","--","13 04 08.40 -37 00 16.9","Cen","EA","23.32291","10.46 (0.017) V"
"KELT KS25C010347","--","12 48 51.20 -32 50 21.1","Cen","EA","1.5881797","10.75 (0.042) V"
"KELT KS25C010520","--","14 39 36.20 -31 30 08.6","Cen","EA","11.12573","10.63 (0.007) V"
"KELT KS25C010831","--","13 17 25.80 -29 40 47.5","Hya","EA","4.410038","10.90 (0.019) V"
"KELT KS25C011345","--","14 42 33.00 -38 57 08.7","Cen","EA","1.0129754","10.52 (0.006)i' V"
"KELT KS25C015515","--","14 29 51.00 -34 12 35.9","Cen","EA","7.40203","10.89 (0.008)R V"
"KELT KS25C027238","--","14 10 23.90 -34 31 44.5","Cen","EA","5.86447","11.66 (0.037) V"
